date,region,product,units_sold,unit_price,revenue
2023-04-17,South,Gamma,20,50,969.67
2023-04-17,East,Alpha,25,20,486.89
2023-04-17,East,Beta,27,35,916.78
2023-04-17,East,Gamma,17,50,873.74
2023-04-17,West,Alpha,0,20,0.0
2023-04-17,West,Beta,30,35,1064.89
2023-04-17,West,Gamma,9,50,432.13
2023-04-18,North,Alpha,39,20,776.81
2023-04-18,North,Beta,23,35,854.93
2023-04-18,North,Gamma,12,50,656.29
2023-04-18,South,Alpha,16,20,312.8
2023-04-18,South,Beta,17,35,652.81
2023-04-18,South,Gamma,9,50,492.66
2023-04-18,East,Alpha,19,20,403.8
2023-04-18,East,Beta,27,35,957.53
2023-04-18,East,Gamma,13,50,644.64
2023-04-18,West,Alpha,14,20,275.45
2023-04-18,West,Beta,15,35,526.25
2023-04-18,West,Gamma,5,50,258.61
2023-04-19,North,Alpha,19,20,393.62
2023-04-19,North,Beta,23,35,814.96
2023-04-19,North,Gamma,30,50,1604.24
2023-04-19,South,Alpha,20,20,434.02
2023-04-19,South,Beta,14,35,488.1
2023-04-19,South,Gamma,23,50,1166.05
2023-04-19,East,Alpha,19,20,386.42
2023-04-19,East,Beta,18,35,647.99
2023-04-19,East,Gamma,37,50,1997.65
2023-04-19,West,Alpha,14,20,274.56
2023-04-19,West,Beta,20,35,679.79
2023-04-19,West,Gamma,9,50,480.01
2023-04-20,North,Alpha,24,20,507.28
2023-04-20,North,Beta,30,35,1081.27
2023-04-20,North,Gamma,14,50,684.33
2023-04-20,South,Alpha,31,20,675.35
2023-04-20,South,Beta,29,35,1088.62
2023-04-20,South,Gamma,18,50,936.32
2023-04-20,East,Alpha,19,20,401.68
2023-04-20,East,Beta,18,35,650.31
2023-04-20,East,Gamma,19,50,1003.31
2023-04-20,West,Alpha,23,20,445.72
2023-04-20,West,Beta,7,35,234.66
2023-04-20,West,Gamma,9,50,452.43
2023-04-21,North,Alpha,13,20,250.66
2023-04-21,North,Beta,29,35,1033.1
2023-04-21,North,Gamma,16,50,848.95
2023-04-21,South,Alpha,6,20,124.21
2023-04-21,South,Beta,17,35,635.1
2023-04-21,South,Gamma,25,50,1319.56
2023-04-21,East,Alpha,27,20,520.99
2023-04-21,East,Beta,7,35,267.94
2023-04-21,East,Gamma,22,50,1120.1
2023-04-21,West,Alpha,4,20,82.6
2023-04-21,West,Beta,30,35,1040.24
2023-04-21,West,Gamma,16,50,787.6
2023-04-22,North,Alpha,13,20,285.05
2023-04-22,North,Beta,24,35,826.7
2023-04-22,North,Gamma,25,50,1217.85
2023-04-22,South,Alpha,17,20,332.53
2023-04-22,South,Beta,14,35,520.77
2023-04-22,South,Gamma,31,50,1493.29
2023-04-22,East,Alpha,22,20,465.78
2023-04-22,East,Beta,18,35,652.98
2023-04-22,East,Gamma,20,50,1040.82
2023-04-22,West,Alpha,7,20,147.8
2023-04-22,West,Beta,17,35,623.93
2023-04-22,West,Gamma,28,50,1374.83
2023-04-23,North,Alpha,19,20,385.94
2023-04-23,North,Beta,27,35,1038.47
2023-04-23,North,Gamma,21,50,1138.88
2023-04-23,South,Alpha,19,20,367.66
2023-04-23,South,Beta,7,35,268.36
2023-04-23,South,Gamma,23,50,1184.34
2023-04-23,East,Alpha,14,20,284.86
2023-04-23,East,Beta,25,35,931.78
2023-04-23,East,Gamma,17,50,832.84
2023-04-23,West,Alpha,32,20,687.55
2023-04-23,West,Beta,15,35,532.27
2023-04-23,West,Gamma,26,50,1278.12
2023-04-24,North,Alpha,40,20,873.61
2023-04-24,North,Beta,26,35,939.64
2023-04-24,North,Gamma,29,50,1492.06
2023-04-24,South,Alpha,12,20,246.02
2023-04-24,South,Beta,21,35,708.97
2023-04-24,South,Gamma,30,50,1646.28
2023-04-24,East,Alpha,24,20,460.55
2023-04-24,East,Beta,15,35,564.7
2023-04-24,East,Gamma,18,50,958.74
2023-04-24,West,Alpha,16,20,350.48
2023-04-24,West,Beta,43,35,1545.28
2023-04-24,West,Gamma,15,50,717.36
2023-04-25,North,Alpha,24,20,465.34
2023-04-25,North,Beta,8,35,266.98
2023-04-25,North,Gamma,22,50,1134.12
2023-04-25,South,Alpha,26,20,565.04
2023-04-25,South,Beta,27,35,903.86
2023-04-25,South,Gamma,23,50,1260.13
2023-04-25,East,Alpha,8,20,172.45
2023-04-25,East,Beta,13,35,445.45
2023-04-25,East,Gamma,18,50,933.47
2023-04-25,West,Alpha,30,20,638.84
2023-04-25,West,Beta,21,35,736.25
2023-04-25,West,Gamma,17,50,894.93
2023-04-26,North,Alpha,21,20,457.69
2023-04-26,North,Beta,20,35,683.16
2023-04-26,North,Gamma,22,50,1066.58
2023-04-26,South,Alpha,12,20,237.42
2023-04-26,South,Beta,5,35,166.3
2023-04-26,South,Gamma,0,50,0.0
2023-04-26,East,Alpha,25,20,499.11
2023-04-26,East,Beta,21,35,782.83
2023-04-26,East,Gamma,17,50,895.91
2023-04-26,West,Alpha,9,20,187.17
2023-04-26,West,Beta,22,35,838.07
2023-04-26,West,Gamma,11,50,561.48
2023-04-27,North,Alpha,16,20,313.56
2023-04-27,North,Beta,14,35,519.16
2023-04-27,North,Gamma,16,50,762.25
2023-04-27,South,Alpha,15,20,285.7
2023-04-27,South,Beta,10,35,359.77
2023-04-27,South,Gamma,11,50,533.74
2023-04-27,East,Alpha,4,20,76.62
2023-04-27,East,Beta,17,35,641.98
2023-04-27,East,Gamma,4,50,213.64
2023-04-27,West,Alpha,7,20,152.99
2023-04-27,West,Beta,30,35,1056.13
2023-04-27,West,Gamma,19,50,1040.77
2023-04-28,North,Alpha,34,20,725.06
2023-04-28,North,Beta,34,35,1210.64
2023-04-28,North,Gamma,22,50,1072.99
2023-04-28,South,Alpha,12,20,246.99
2023-04-28,South,Beta,20,35,720.43
2023-04-28,South,Gamma,22,50,1167.09
2023-04-28,East,Alpha,34,20,708.97
2023-04-28,East,Beta,23,35,804.33
2023-04-28,East,Gamma,21,50,1103.0
2023-04-28,West,Alpha,14,20,276.98
2023-04-28,West,Beta,18,35,620.9
2023-04-28,West,Gamma,16,50,813.49
2023-04-29,North,Alpha,17,20,367.82
2023-04-29,North,Beta,18,35,626.08
2023-04-29,North,Gamma,11,50,549.68
2023-04-29,South,Alpha,21,20,408.8
2023-04-29,South,Beta,10,35,337.55
2023-04-29,South,Gamma,23,50,1130.06
2023-04-29,East,Alpha,6,20,128.86
2023-04-29,East,Beta,4,35,136.23
2023-04-29,East,Gamma,26,50,1419.99
2023-04-29,West,Alpha,27,20,514.59
2023-04-29,West,Beta,35,35,1324.2
2023-04-29,West,Gamma,23,50,1103.58
2023-04-30,North,Alpha,30,20,639.71
2023-04-30,North,Beta,26,35,919.98
2023-04-30,North,Gamma,22,50,1143.43
2023-04-30,South,Alpha,27,20,576.54
2023-04-30,South,Beta,31,35,1059.37
2023-04-30,South,Gamma,21,50,1056.28
2023-04-30,East,Alpha,23,20,502.28
2023-04-30,East,Beta,27,35,898.39
2023-04-30,East,Gamma,25,50,1216.79
2023-04-30,West,Alpha,22,20,456.98
2023-04-30,West,Beta,19,35,693.45
2023-04-30,West,Gamma,30,50,1462.03
2023-05-01,North,Alpha,20,20,405.7
2023-05-01,North,Beta,25,35,831.65
2023-05-01,North,Gamma,22,50,1146.0
2023-05-01,South,Alpha,16,20,343.56
2023-05-01,South,Beta,3,35,115.11
2023-05-01,South,Gamma,9,50,478.67
2023-05-01,East,Alpha,22,20,421.17
2023-05-01,East,Beta,23,35,772.38
2023-05-01,East,Gamma,36,50,1774.55
2023-05-01,West,Alpha,25,20,510.57
2023-05-01,West,Beta,15,35,526.59
2023-05-01,West,Gamma,3,50,155.16
2023-05-02,North,Alpha,14,20,291.89
2023-05-02,North,Beta,15,35,509.55
2023-05-02,North,Gamma,14,50,676.77
2023-05-02,South,Alpha,20,20,384.35
2023-05-02,South,Beta,12,35,432.68
2023-05-02,South,Gamma,13,50,705.21
2023-05-02,East,Alpha,12,20,243.07
2023-05-02,East,Beta,21,35,743.11
2023-05-02,East,Gamma,26,50,1414.96
2023-05-02,West,Alpha,28,20,554.79
2023-05-02,West,Beta,13,35,490.16
2023-05-02,West,Gamma,21,50,1110.1
2023-05-03,North,Alpha,32,20,635.78
2023-05-03,North,Beta,25,35,843.78
2023-05-03,North,Gamma,15,50,790.33
2023-05-03,South,Alpha,34,20,721.01
2023-05-03,South,Beta,31,35,1190.01
2023-05-03,South,Gamma,24,50,1241.61
2023-05-03,East,Alpha,15,20,313.65
2023-05-03,East,Beta,21,35,754.37
2023-05-03,East,Gamma,11,50,565.27
2023-05-03,West,Alpha,26,20,503.36
2023-05-03,West,Beta,24,35,852.75
2023-05-03,West,Gamma,34,50,1855.26
2023-05-04,North,Alpha,18,20,394.03
2023-05-04,North,Beta,4,35,146.0
2023-05-04,North,Gamma,27,50,1416.44
2023-05-04,South,Alpha,23,20,493.06
2023-05-04,South,Beta,29,35,1010.05
2023-05-04,South,Gamma,12,50,656.53
2023-05-04,East,Alpha,13,20,266.93
2023-05-04,East,Beta,29,35,1100.8
2023-05-04,East,Gamma,29,50,1527.98
2023-05-04,West,Alpha,19,20,364.6
2023-05-04,West,Beta,22,35,762.89
2023-05-04,West,Gamma,17,50,811.8
2023-05-05,North,Alpha,16,20,325.98
2023-05-05,North,Beta,11,35,416.63
2023-05-05,North,Gamma,23,50,1181.37
2023-05-05,South,Alpha,25,20,490.09
2023-05-05,South,Beta,27,35,1015.69
2023-05-05,South,Gamma,15,50,714.75
2023-05-05,East,Alpha,7,20,144.19
2023-05-05,East,Beta,37,35,1333.45
2023-05-05,East,Gamma,19,50,918.96
2023-05-05,West,Alpha,14,20,289.74
2023-05-05,West,Beta,28,35,1019.7
2023-05-05,West,Gamma,29,50,1383.43
2023-05-06,North,Alpha,16,20,345.16
2023-05-06,North,Beta,13,35,475.18
2023-05-06,North,Gamma,19,50,1031.35
2023-05-06,South,Alpha,18,20,363.85
2023-05-06,South,Beta,22,35,793.64
2023-05-06,South,Gamma,28,50,1523.15
2023-05-06,East,Alpha,18,20,349.96
2023-05-06,East,Beta,7,35,247.47
2023-05-06,East,Gamma,25,50,1293.48
2023-05-06,West,Alpha,20,20,434.14
2023-05-06,West,Beta,11,35,395.23
2023-05-06,West,Gamma,15,50,804.7
2023-05-07,North,Alpha,33,20,659.16
2023-05-07,North,Beta,32,35,1111.27
2023-05-07,North,Gamma,24,50,1161.14
2023-05-07,South,Alpha,17,20,352.37
2023-05-07,South,Beta,30,35,1110.79
2023-05-07,South,Gamma,15,50,791.55
2023-05-07,East,Alpha,29,20,620.68
2023-05-07,East,Beta,9,35,344.23
2023-05-07,East,Gamma,20,50,1001.53
2023-05-07,West,Alpha,20,20,422.79
2023-05-07,West,Beta,35,35,1168.09
2023-05-07,West,Gamma,25,50,1329.27
2023-05-08,North,Alpha,9,20,177.07
2023-05-08,North,Beta,29,35,990.05
2023-05-08,North,Gamma,34,50,1809.65
2023-05-08,South,Alpha,21,20,425.07
2023-05-08,South,Beta,7,35,253.49
2023-05-08,South,Gamma,18,50,855.55
2023-05-08,East,Alpha,21,20,410.54
2023-05-08,East,Beta,18,35,650.37
2023-05-08,East,Gamma,20,50,1096.92
2023-05-08,West,Alpha,22,20,426.95
2023-05-08,West,Beta,17,35,629.2
2023-05-08,West,Gamma,11,50,577.56
2023-05-09,North,Alpha,21,20,435.92
2023-05-09,North,Beta,18,35,637.79
2023-05-09,North,Gamma,13,50,668.68
2023-05-09,South,Alpha,19,20,382.76
2023-05-09,South,Beta,30,35,1013.4
2023-05-09,South,Gamma,18,50,941.18
2023-05-09,East,Alpha,13,20,270.84
2023-05-09,East,Beta,29,35,1029.75
2023-05-09,East,Gamma,19,50,983.35
2023-05-09,West,Alpha,16,20,311.83
2023-05-09,West,Beta,27,35,905.11
2023-05-09,West,Gamma,37,50,1843.65
2023-05-10,North,Alpha,16,20,321.0
2023-05-10,North,Beta,26,35,957.94
2023-05-10,North,Gamma,22,50,1091.67
2023-05-10,South,Alpha,24,20,479.47
2023-05-10,South,Beta,14,35,491.3
2023-05-10,South,Gamma,24,50,1206.6
2023-05-10,East,Alpha,14,20,295.37
2023-05-10,East,Beta,7,35,232.98
2023-05-10,East,Gamma,28,50,1421.66
2023-05-10,West,Alpha,15,20,312.88
2023-05-10,West,Beta,20,35,747.77
2023-05-10,West,Gamma,16,50,836.37
2023-05-11,North,Alpha,17,20,370.33
2023-05-11,North,Beta,13,35,442.09
2023-05-11,North,Gamma,13,50,688.49
2023-05-11,South,Alpha,26,20,553.61
2023-05-11,South,Beta,14,35,515.92
2023-05-11,South,Gamma,16,50,858.38
2023-05-11,East,Alpha,21,20,421.72
2023-05-11,East,Beta,25,35,856.48
2023-05-11,East,Gamma,21,50,1148.83
2023-05-11,West,Alpha,6,20,130.16
2023-05-11,West,Beta,4,35,142.37
2023-05-11,West,Gamma,41,50,2225.17
2023-05-12,North,Alpha,31,20,596.31
2023-05-12,North,Beta,18,35,678.38
2023-05-12,North,Gamma,24,50,1209.75
2023-05-12,South,Alpha,21,20,439.13
2023-05-12,South,Beta,17,35,596.01
2023-05-12,South,Gamma,7,50,359.52
2023-05-12,East,Alpha,22,20,442.67
2023-05-12,East,Beta,14,35,536.09
2023-05-12,East,Gamma,26,50,1418.34
2023-05-12,West,Alpha,15,20,302.31
2023-05-12,West,Beta,22,35,826.96
2023-05-12,West,Gamma,24,50,1248.59
2023-05-13,North,Alpha,28,20,534.89
2023-05-13,North,Beta,34,35,1256.1
2023-05-13,North,Gamma,22,50,1142.82
2023-05-13,South,Alpha,33,20,696.95
2023-05-13,South,Beta,19,35,647.06
2023-05-13,South,Gamma,15,50,734.21
2023-05-13,East,Alpha,7,20,136.41
2023-05-13,East,Beta,15,35,513.36
2023-05-13,East,Gamma,15,50,811.89
2023-05-13,West,Alpha,21,20,410.82
2023-05-13,West,Beta,16,35,593.49
2023-05-13,West,Gamma,18,50,877.47
2023-05-14,North,Alpha,19,20,402.81
2023-05-14,North,Beta,13,35,438.99
2023-05-14,North,Gamma,22,50,1184.01
2023-05-14,South,Alpha,13,20,272.45
2023-05-14,South,Beta,21,35,752.67
2023-05-14,South,Gamma,7,50,351.31
2023-05-14,East,Alpha,19,20,369.25
2023-05-14,East,Beta,31,35,1041.75
2023-05-14,East,Gamma,13,50,665.23
2023-05-14,West,Alpha,13,20,252.87
2023-05-14,West,Beta,25,35,948.64
2023-05-14,West,Gamma,24,50,1160.11
2023-05-15,North,Alpha,25,20,479.72
2023-05-15,North,Beta,30,35,1130.29
2023-05-15,North,Gamma,32,50,1541.09
2023-05-15,South,Alpha,17,20,351.36
2023-05-15,South,Beta,17,35,581.33
2023-05-15,South,Gamma,11,50,566.48
2023-05-15,East,Alpha,6,20,119.13
2023-05-15,East,Beta,10,35,356.67
2023-05-15,East,Gamma,28,50,1393.01
2023-05-15,West,Alpha,25,20,506.95
2023-05-15,West,Beta,26,35,942.74
2023-05-15,West,Gamma,7,50,362.41
2023-05-16,North,Alpha,19,20,365.68
2023-05-16,North,Beta,21,35,799.89
2023-05-16,North,Gamma,10,50,519.08
2023-05-16,South,Alpha,31,20,637.81
2023-05-16,South,Beta,17,35,587.56
2023-05-16,South,Gamma,34,50,1628.29
2023-05-16,East,Alpha,32,20,691.3
2023-05-16,East,Beta,25,35,908.82
2023-05-16,East,Gamma,4,50,217.04
2023-05-16,West,Alpha,16,20,307.41
2023-05-16,West,Beta,25,35,912.24
2023-05-16,West,Gamma,19,50,996.54
2023-05-17,North,Alpha,18,20,386.38
2023-05-17,North,Beta,16,35,615.06
2023-05-17,North,Gamma,5,50,241.71
2023-05-17,South,Alpha,19,20,381.75
2023-05-17,South,Beta,2,35,71.65
2023-05-17,South,Gamma,29,50,1504.27
2023-05-17,East,Alpha,21,20,418.93
2023-05-17,East,Beta,13,35,434.81
2023-05-17,East,Gamma,22,50,1104.85
2023-05-17,West,Alpha,25,20,477.9
2023-05-17,West,Beta,13,35,455.32
2023-05-17,West,Gamma,13,50,627.05
2023-05-18,North,Alpha,22,20,450.5
2023-05-18,North,Beta,8,35,274.37
2023-05-18,North,Gamma,24,50,1217.64
2023-05-18,South,Alpha,38,20,804.79
2023-05-18,South,Beta,29,35,1090.93
2023-05-18,South,Gamma,17,50,915.36
2023-05-18,East,Alpha,22,20,428.77
2023-05-18,East,Beta,16,35,564.19
2023-05-18,East,Gamma,25,50,1313.16
2023-05-18,West,Alpha,25,20,541.27
2023-05-18,West,Beta,14,35,518.59
2023-05-18,West,Gamma,12,50,584.9
2023-05-19,North,Alpha,23,20,473.82
2023-05-19,North,Beta,20,35,704.04
2023-05-19,North,Gamma,20,50,1091.13
2023-05-19,South,Alpha,12,20,233.58
2023-05-19,South,Beta,11,35,390.86
2023-05-19,South,Gamma,20,50,1037.15
2023-05-19,East,Alpha,26,20,562.03
2023-05-19,East,Beta,16,35,547.42
2023-05-19,East,Gamma,17,50,921.01
2023-05-19,West,Alpha,19,20,403.47
2023-05-19,West,Beta,21,35,723.07
2023-05-19,West,Gamma,17,50,901.48
2023-05-20,North,Alpha,0,20,0.0
2023-05-20,North,Beta,10,35,333.28
2023-05-20,North,Gamma,31,50,1698.49
2023-05-20,South,Alpha,23,20,462.58
2023-05-20,South,Beta,21,35,768.91
2023-05-20,South,Gamma,20,50,1067.58
2023-05-20,East,Alpha,24,20,467.87
2023-05-20,East,Beta,15,35,540.57
2023-05-20,East,Gamma,27,50,1402.95
2023-05-20,West,Alpha,19,20,404.81
2023-05-20,West,Beta,23,35,819.17
2023-05-20,West,Gamma,21,50,1119.83
2023-05-21,North,Alpha,27,20,565.82
2023-05-21,North,Beta,28,35,1061.89
2023-05-21,North,Gamma,18,50,925.96
2023-05-21,South,Alpha,10,20,190.97
2023-05-21,South,Beta,16,35,563.18
2023-05-21,South,Gamma,12,50,603.96
2023-05-21,East,Alpha,13,20,276.38
2023-05-21,East,Beta,11,35,377.36
2023-05-21,East,Gamma,19,50,1015.37
2023-05-21,West,Alpha,32,20,638.28
2023-05-21,West,Beta,10,35,333.81
2023-05-21,West,Gamma,36,50,1773.86
2023-05-22,North,Alpha,17,20,357.48
2023-05-22,North,Beta,24,35,857.82
2023-05-22,North,Gamma,21,50,1004.46
2023-05-22,South,Alpha,26,20,515.32
2023-05-22,South,Beta,9,35,322.46
2023-05-22,South,Gamma,30,50,1451.22
2023-05-22,East,Alpha,19,20,385.42
2023-05-22,East,Beta,27,35,1012.67
2023-05-22,East,Gamma,17,50,832.98
2023-05-22,West,Alpha,25,20,487.06
2023-05-22,West,Beta,17,35,625.59
2023-05-22,West,Gamma,32,50,1523.4
2023-05-23,North,Alpha,14,20,286.23
2023-05-23,North,Beta,16,35,543.13
2023-05-23,North,Gamma,9,50,490.44
2023-05-23,South,Alpha,3,20,60.02
2023-05-23,South,Beta,15,35,534.05
2023-05-23,South,Gamma,13,50,658.32
2023-05-23,East,Alpha,20,20,417.16
2023-05-23,East,Beta,29,35,1099.68
2023-05-23,East,Gamma,20,50,1018.17
2023-05-23,West,Alpha,19,20,389.2
2023-05-23,West,Beta,18,35,650.19
2023-05-23,West,Gamma,19,50,938.36
2023-05-24,North,Alpha,27,20,558.62
2023-05-24,North,Beta,29,35,1062.11
2023-05-24,North,Gamma,34,50,1799.96
2023-05-24,South,Alpha,25,20,533.69
2023-05-24,South,Beta,5,35,171.73
2023-05-24,South,Gamma,21,50,1141.0
2023-05-24,East,Alpha,16,20,343.8
2023-05-24,East,Beta,15,35,571.54
2023-05-24,East,Gamma,22,50,1097.55
2023-05-24,West,Alpha,21,20,429.6
2023-05-24,West,Beta,14,35,526.95
2023-05-24,West,Gamma,16,50,830.02
2023-05-25,North,Alpha,16,20,342.73
2023-05-25,North,Beta,7,35,246.06
2023-05-25,North,Gamma,23,50,1246.37
2023-05-25,South,Alpha,17,20,348.5
2023-05-25,South,Beta,11,35,382.65
2023-05-25,South,Gamma,27,50,1461.96
2023-05-25,East,Alpha,32,20,656.09
2023-05-25,East,Beta,20,35,707.55
2023-05-25,East,Gamma,28,50,1537.21
2023-05-25,West,Alpha,26,20,538.12
2023-05-25,West,Beta,10,35,353.6
2023-05-25,West,Gamma,13,50,675.9
2023-05-26,North,Alpha,15,20,306.6
2023-05-26,North,Beta,10,35,357.0
2023-05-26,North,Gamma,21,50,1122.63
2023-05-26,South,Alpha,25,20,503.78
2023-05-26,South,Beta,19,35,675.91
2023-05-26,South,Gamma,25,50,1299.02
2023-05-26,East,Alpha,20,20,383.47
2023-05-26,East,Beta,22,35,762.71
2023-05-26,East,Gamma,3,50,158.05
2023-05-26,West,Alpha,14,20,302.94
2023-05-26,West,Beta,26,35,976.18
2023-05-26,West,Gamma,13,50,645.59
2023-05-27,North,Alpha,16,20,322.39
2023-05-27,North,Beta,20,35,738.51
2023-05-27,North,Gamma,16,50,770.86
2023-05-27,South,Alpha,23,20,497.31
2023-05-27,South,Beta,19,35,663.68
2023-05-27,South,Gamma,22,50,1045.29
2023-05-27,East,Alpha,20,20,386.86
2023-05-27,East,Beta,17,35,613.39
2023-05-27,East,Gamma,45,50,2261.75
2023-05-27,West,Alpha,22,20,446.27
2023-05-27,West,Beta,18,35,676.69
2023-05-27,West,Gamma,10,50,495.55
2023-05-28,North,Alpha,14,20,296.09
2023-05-28,North,Beta,30,35,1028.9
2023-05-28,North,Gamma,20,50,1028.2
2023-05-28,South,Alpha,15,20,297.08
2023-05-28,South,Beta,26,35,919.85
2023-05-28,South,Gamma,16,50,878.79
2023-05-28,East,Alpha,33,20,690.06
2023-05-28,East,Beta,29,35,967.01
2023-05-28,East,Gamma,10,50,508.36
2023-05-28,West,Alpha,29,20,622.93
2023-05-28,West,Beta,19,35,716.51
2023-05-28,West,Gamma,25,50,1281.9
2023-05-29,North,Alpha,10,20,193.12
2023-05-29,North,Beta,15,35,535.09
2023-05-29,North,Gamma,34,50,1759.73
2023-05-29,South,Alpha,3,20,62.88
2023-05-29,South,Beta,22,35,765.12
2023-05-29,South,Gamma,12,50,636.22
2023-05-29,East,Alpha,14,20,296.5
2023-05-29,East,Beta,19,35,718.37
2023-05-29,East,Gamma,0,50,0.0
2023-05-29,West,Alpha,36,20,706.0
2023-05-29,West,Beta,10,35,357.57
2023-05-29,West,Gamma,13,50,673.05
2023-05-30,North,Alpha,9,20,187.35
2023-05-30,North,Beta,20,35,698.25
2023-05-30,North,Gamma,10,50,489.96
2023-05-30,South,Alpha,24,20,521.48
2023-05-30,South,Beta,13,35,457.52
2023-05-30,South,Gamma,12,50,624.67
2023-05-30,East,Alpha,21,20,450.58
2023-05-30,East,Beta,23,35,837.84
2023-05-30,East,Gamma,13,50,698.12
2023-05-30,West,Alpha,21,20,437.19
2023-05-30,West,Beta,15,35,524.17
2023-05-30,West,Gamma,19,50,1018.22
2023-05-31,North,Alpha,32,20,700.12
2023-05-31,North,Beta,28,35,1010.47
2023-05-31,North,Gamma,13,50,645.08
2023-05-31,South,Alpha,23,20,456.23
2023-05-31,South,Beta,25,35,871.19
2023-05-31,South,Gamma,35,50,1806.98
2023-05-31,East,Alpha,27,20,553.14
2023-05-31,East,Beta,7,35,259.15
2023-05-31,East,Gamma,6,50,314.36
2023-05-31,West,Alpha,23,20,500.62
2023-05-31,West,Beta,25,35,879.76
2023-05-31,West,Gamma,10,50,525.61
2023-06-01,North,Alpha,28,20,545.17
2023-06-01,North,Beta,9,35,337.64
2023-06-01,North,Gamma,21,50,1078.04
2023-06-01,South,Alpha,20,20,426.31
2023-06-01,South,Beta,23,35,854.51
2023-06-01,South,Gamma,14,50,670.98
2023-06-01,East,Alpha,23,20,495.86
2023-06-01,East,Beta,18,35,637.61
2023-06-01,East,Gamma,9,50,459.11
2023-06-01,West,Alpha,12,20,235.71
2023-06-01,West,Beta,8,35,282.28
2023-06-01,West,Gamma,10,50,534.6
2023-06-02,North,Alpha,36,20,782.84
2023-06-02,North,Beta,34,35,1237.55
2023-06-02,North,Gamma,20,50,979.54
2023-06-02,South,Alpha,23,20,489.71
2023-06-02,South,Beta,13,35,439.25
2023-06-02,South,Gamma,15,50,734.89
2023-06-02,East,Alpha,20,20,424.8
2023-06-02,East,Beta,11,35,373.92
2023-06-02,East,Gamma,26,50,1394.23
2023-06-02,West,Alpha,11,20,236.18
2023-06-02,West,Beta,15,35,508.29
2023-06-02,West,Gamma,2,50,105.75
2023-06-03,North,Alpha,32,20,621.3
2023-06-03,North,Beta,31,35,1173.2
2023-06-03,North,Gamma,16,50,769.43
2023-06-03,South,Alpha,25,20,496.6
2023-06-03,South,Beta,31,35,1140.99
2023-06-03,South,Gamma,18,50,860.08
2023-06-03,East,Alpha,11,20,210.54
2023-06-03,East,Beta,11,35,398.96
2023-06-03,East,Gamma,29,50,1407.39
2023-06-03,West,Alpha,4,20,81.0
2023-06-03,West,Beta,12,35,400.35
2023-06-03,West,Gamma,23,50,1236.8
2023-06-04,North,Alpha,25,20,501.43
2023-06-04,North,Beta,30,35,1121.73
2023-06-04,North,Gamma,11,50,599.16
2023-06-04,South,Alpha,23,20,469.41
2023-06-04,South,Beta,26,35,985.18
2023-06-04,South,Gamma,34,50,1674.53
2023-06-04,East,Alpha,15,20,307.23
2023-06-04,East,Beta,21,35,741.42
2023-06-04,East,Gamma,23,50,1220.24
2023-06-04,West,Alpha,22,20,446.89
2023-06-04,West,Beta,5,35,167.09
2023-06-04,West,Gamma,16,50,875.3
2023-06-05,North,Alpha,23,20,437.93
2023-06-05,North,Beta,20,35,671.98
2023-06-05,North,Gamma,6,50,322.83
2023-06-05,South,Alpha,25,20,479.1
2023-06-05,South,Beta,17,35,597.43
2023-06-05,South,Gamma,12,50,642.3
2023-06-05,East,Alpha,13,20,274.89
2023-06-05,East,Beta,22,35,836.69
2023-06-05,East,Gamma,19,50,910.74
2023-06-05,West,Alpha,18,20,346.7
2023-06-05,West,Beta,3,35,112.97
2023-06-05,West,Gamma,15,50,748.02
2023-06-06,North,Alpha,15,20,288.22
2023-06-06,North,Beta,15,35,517.59
2023-06-06,North,Gamma,17,50,874.38
2023-06-06,South,Alpha,25,20,488.18
2023-06-06,South,Beta,27,35,928.42
2023-06-06,South,Gamma,21,50,1013.58
2023-06-06,East,Alpha,10,20,217.45
2023-06-06,East,Beta,30,35,1053.98
2023-06-06,East,Gamma,10,50,476.88
2023-06-06,West,Alpha,15,20,310.6
2023-06-06,West,Beta,16,35,557.33
2023-06-06,West,Gamma,19,50,903.92
2023-06-07,North,Alpha,14,20,270.37
2023-06-07,North,Beta,24,35,885.32
2023-06-07,North,Gamma,19,50,967.78
2023-06-07,South,Alpha,19,20,370.71
2023-06-07,South,Beta,25,35,940.74
2023-06-07,South,Gamma,16,50,775.42
2023-06-07,East,Alpha,10,20,200.92
2023-06-07,East,Beta,27,35,907.29
2023-06-07,East,Gamma,22,50,1113.24
2023-06-07,West,Alpha,34,20,652.47
2023-06-07,West,Beta,28,35,996.61
2023-06-07,West,Gamma,28,50,1530.67
2023-06-08,North,Alpha,37,20,751.29
2023-06-08,North,Beta,15,35,556.63
2023-06-08,North,Gamma,39,50,1865.57
2023-06-08,South,Alpha,27,20,593.71
2023-06-08,South,Beta,33,35,1121.79
2023-06-08,South,Gamma,12,50,641.81
2023-06-08,East,Alpha,34,20,678.29
2023-06-08,East,Beta,27,35,981.86
2023-06-08,East,Gamma,18,50,893.21
2023-06-08,West,Alpha,0,20,0.0
2023-06-08,West,Beta,12,35,404.73
2023-06-08,West,Gamma,23,50,1191.6
2023-06-09,North,Alpha,18,20,342.38
2023-06-09,North,Beta,25,35,883.76
2023-06-09,North,Gamma,17,50,873.75
2023-06-09,South,Alpha,18,20,393.5
2023-06-09,South,Beta,26,35,970.58
2023-06-09,South,Gamma,19,50,995.21
2023-06-09,East,Alpha,10,20,207.97
